ID;EDU_NAME;global_id;YEAR;AdmArea;District;PASSES_OVER_220;PASSER_UNDER_160
8833;Автономная некоммерческая организация общеобразовательная Частная школа «Премьер»;798001143;2016-2017;Южный административный округ;район Орехово-Борисово Северное;9;12
8834;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 851»;798001221;2016-2017;Южный административный округ;район Чертаново Северное;6;33
8835;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2088 «Грайвороново»;798001286;2016-2017;Юго-Восточный административный округ;район Текстильщики;3;18
8836;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1534»;798001388;2016-2017;Юго-Западный административный округ;Академический район;96;166
8837;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1265»;798001451;2016-2017;Юго-Западный административный округ;Гагаринский район;17;24
8838;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс «Юго-Запад»;798001560;2016-2017;Юго-Западный административный округ;Гагаринский район;4;19
8839;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1514»;798001641;2016-2017;Юго-Западный административный округ;Ломоносовский район;81;86
8840;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1174»;798001732;2016-2017;Юго-Западный административный округ;район Северное Бутово;4;6
8841;Государственное бюджетное общеобразовательное учреждение города Москвы «Центр спорта и образования «Московская экспериментальная школа» Департамента физической культуры и спорта города Москвы;798001825;2016-2017;Юго-Западный административный округ;район Черёмушки;2;9
8842;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2115»;798001902;2016-2017;Юго-Западный административный округ;район Черёмушки;1;11
8843;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1355»;798001976;2016-2017;Юго-Западный административный округ;район Южное Бутово;24;60
8844;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1103 имени Героя Российской Федерации А.В. Соломатина»;798002055;2016-2017;Юго-Западный административный округ;район Ясенево;14;55
8845;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2103»;798002163;2016-2017;Юго-Западный административный округ;район Ясенево;10;45
8846;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 508»;798002231;2016-2017;Южный административный округ;район Бирюлёво Восточное;13;36
8847;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 902 «Диалог»;798002290;2016-2017;Южный административный округ;район Бирюлёво Восточное;24;47
8848;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 867»;798002358;2016-2017;Южный административный округ;район Братеево;14;62
8849;Частное учреждение средняя общеобразовательная школа «Столичный - КИТ»;798002423;2016-2017;Южный административный округ;Даниловский район;0;2
8850;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс градостроительства «Столица»;798002497;2016-2017;Южный административный округ;Донской район;0;0
8851;Общеобразовательное частное учреждение средняя общеобразовательная школа «Классика»;798002559;2016-2017;Южный административный округ;район Зябликово;4;5
8852;Общеобразовательная автономная некоммерческая организация «Школа «Наследник»;798002623;2016-2017;Южный административный округ;район Москворечье-Сабурово;1;3
8853;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 514»;798002684;2016-2017;Южный административный округ;район Нагатинский Затон;3;13
8854;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 492»;798002777;2016-2017;Южный административный округ;район Нагатинский Затон;8;44
8855;Некоммерческое образовательное частное учреждение средняя общеобразовательная школа центр образования «САМСОН»;798002832;2016-2017;Южный административный округ;район Нагатинский Затон;9;18
8856;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2016»;798002907;2016-2017;Южный административный округ;Нагорный район;12;31
8857;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 878»;798002976;2016-2017;Южный административный округ;район Орехово-Борисово Северное;15;75
8858;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 870»;798003022;2016-2017;Южный административный округ;район Царицыно;11;31
8859;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1179»;798003095;2016-2017;Южный административный округ;район Чертаново Северное;15;39
8860;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1173»;798003172;2016-2017;Южный административный округ;район Чертаново Центральное;18;54
8861;Муниципальное автономное общеобразовательное учреждение «Гимназия имени Н.В. Пушкова»;798003232;2016-2017;Троицкий административный округ;поселение Троицк;26;44
8862;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2120»;798003293;2016-2017;Новомосковский административный округ;поселение Щербинка;21;40
8863;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1231 имени В.Д. Поленова»;798003349;2016-2017;Центральный административный округ;район Арбат;60;120
8864;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1234»;798003417;2016-2017;Центральный административный округ;район Арбат;56;104
8865;Образовательное частное учреждение «Общеобразовательная организация «Школа «Современное образование»;798003474;2016-2017;Центральный административный округ;Красносельский район;1;9
8866;Общеобразовательная организация частное учреждение «Московский лицей «Ступени»;798003543;2016-2017;Центральный административный округ;Красносельский район;4;4
8867;Общеобразовательное частное учреждение Лингвистическая школа;798003613;2016-2017;Центральный административный округ;Красносельский район;12;16
8868;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1520 имени Капцовых»;798003675;2016-2017;Центральный административный округ;Пресненский район;86;120
8869;Частное учреждение общеобразовательная организация «Средняя Общеобразовательная школа «Виктория»;798003758;2016-2017;Центральный административный округ;Пресненский район;0;2
8870;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1270 «Вектор»;798003829;2016-2017;Центральный административный округ;Таганский район;42;57
8871;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»;798003912;2016-2017;Центральный административный округ;Таганский район;39;106
8872;Общеобразовательное частное учреждение «Православная Свято-Петровская школа»;798003985;2016-2017;Центральный административный округ;Таганский район;11;17
8873;Общеобразовательное частное учреждение «Школа Эрудит»;798004074;2016-2017;Центральный административный округ;Таганский район;9;10
8874;Государственное автономное образовательное учреждение высшего образования города Москвы «Московский институт открытого образования»;798004172;2016-2017;Центральный административный округ;Тверской район;77;99
8875;Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Российский государственный гуманитарный университет»;798004324;2016-2017;Центральный административный округ;Тверской район;19;33
8876;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1253»;798004417;2016-2017;Центральный административный округ;район Хамовники;104;142
8877;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1529 имени А.С. Грибоедова»;798004485;2016-2017;Центральный административный округ;район Хамовники;95;125
8878;Общеобразовательная автономная некоммерческая организация средняя общеобразовательная школа «Виктория-2000»;798004585;2016-2017;Центральный административный округ;район Хамовники;2;6
8879;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1359 имени авиаконструктора М.Л. Миля»;798004656;2016-2017;Юго-Восточный административный округ;район Выхино-Жулебино;68;135
8880;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1460»;798004742;2016-2017;Юго-Восточный административный округ;район Выхино-Жулебино;13;33
8881;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 415»;798004829;2016-2017;Юго-Восточный административный округ;район Лефортово;9;26
8882;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с этнокультурным русским компонентом образования № 1148 имени Ф.М.Достоевского»;798004908;2016-2017;Юго-Восточный административный округ;район Люблино;9;27
8883;Негосударственное частное учреждение общеобразовательная организация средняя общеобразовательная школа «Карьера»;798004988;2016-2017;Юго-Восточный административный округ;район Люблино;10;21
8884;Государственное бюджетное общеобразовательное учреждение города Москвы «Марьинская школа № 1566 памяти Героев Сталинградской битвы»;798005044;2016-2017;Юго-Восточный административный округ;район Марьино;38;98
8885;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1547»;798005099;2016-2017;Юго-Восточный административный округ;район Марьино;103;152
8886;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2087 «Многопрофильный образовательный комплекс «Открытие»;798005146;2016-2017;Юго-Восточный административный округ;район Марьино;13;26
8887;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1366»;798005225;2016-2017;Юго-Восточный административный округ;район Некрасовка;9;23
8888;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Спектр»;798005362;2016-2017;Юго-Восточный административный округ;район Печатники;4;28
8889;Государственное бюджетное общеобразовательное учреждение города Москвы «Кадетская школа - интернат № 9 «Московский пансион государственных воспитанниц»;798005454;2016-2017;Юго-Восточный административный округ;район Текстильщики;13;29
8890;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1280»;798005545;2016-2017;Юго-Западный административный округ;Академический район;6;19
8891;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1466 имени Надежды Рушевой»;798005584;2016-2017;Южный административный округ;район Царицыно;10;30
8892;Государственное бюджетное общеобразовательное учреждение города Москвы «Центр спорта и образования «Чертаново» Департамента спорта и туризма города Москвы;798005648;2016-2017;Южный административный округ;район Чертаново Северное;0;7
8893;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1158»;798005714;2016-2017;Южный административный округ;район Чертаново Северное;60;109
8894;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1623»;798005779;2016-2017;Южный административный округ;район Чертаново Северное;17;49
8895;Частное учреждение общеобразовательная организация Международная школа завтрашнего дня;798005910;2016-2017;Южный административный округ;район Чертаново Северное;4;13
8896;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 880»;798006037;2016-2017;Южный административный округ;район Чертаново Центральное;4;24
8897;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1245»;798006160;2016-2017;Южный административный округ;район Чертаново Южное;24;69
8898;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1576»;798006258;2016-2017;Северный административный округ;район Коптево;55;135
8899;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 185 имени Героя Советского Союза, Героя Социалистического Труда В.С. Гризодубовой»;798006382;2016-2017;Северный административный округ;район Коптево;9;34
8900;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Перспектива»;798006503;2016-2017;Северный административный округ;Молжаниновский район;5;31
8901;Негосударственное общеобразовательное частное учреждение «ГИМНАЗИЯ СВЕТ»;798006616;2016-2017;Северный административный округ;Савёловский район;6;8
8902;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 218»;798006723;2016-2017;Северный административный округ;Тимирязевский район;47;59
8903;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Глория»;798006830;2016-2017;Северо-Восточный административный округ;район Бибирево;42;71
8904;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 166»;798006896;2016-2017;Северо-Восточный административный округ;район Лианозово;11;28
8905;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 763»;798006982;2016-2017;Северо-Восточный административный округ;Лосиноостровский район;40;90
8906;Автономная некоммерческая организация средняя общеобразовательная школа «Благотворительный образовательный центр «Месивта Любавич»;798007123;2016-2017;Северо-Восточный административный округ;район Марьина Роща;4;18
8907;Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильная школа № 1220»;798007238;2016-2017;Северо-Восточный административный округ;Останкинский район;8;31
8908;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1531 имени С. К. Годовикова»;798007341;2016-2017;Северо-Восточный административный округ;Останкинский район;29;47
8909;Частное общеобразовательное учреждение «Венда»;798007458;2016-2017;Северо-Восточный административный округ;Останкинский район;4;10
8910;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Первый Московский Образовательный Комплекс»;798007562;2016-2017;Северо-Восточный административный округ;район Северное Медведково;18;50
8911;Частное учреждение общеобразовательная организация школа «Уна»;798007706;2016-2017;Северо-Восточный административный округ;район Северное Медведково;7;12
8912;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 709»;798007838;2016-2017;Северо-Восточный административный округ;район Северный;23;63
8913;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский государственный образовательный комплекс»;798008306;2016-2017;Северо-Западный административный округ;район Покровское-Стрешнево;1;17
8914;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1399»;798008438;2016-2017;Северо-Западный административный округ;район Северное Тушино;17;38
8915;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1619 имени М.И. Цветаевой»;798008583;2016-2017;Северо-Западный административный округ;район Строгино;34;74
8916;Автономная некоммерческая организация «Православная общеобразовательная школа-пансион «Плесково»;798008710;2016-2017;Троицкий административный округ;поселение Михайлово-Ярцевское;5;8
8917;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2065»;798008844;2016-2017;Новомосковский административный округ;поселение Московский;13;57
8918;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2070»;798008997;2016-2017;Новомосковский административный округ;поселение Сосенское;28;101
8919;Муниципальное автономное общеобразовательное учреждение «Гимназия г. Троицка»;798009114;2016-2017;Троицкий административный округ;поселение Троицк;26;68
8920;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2122»;798009227;2016-2017;Новомосковский административный округ;поселение Щербинка;4;8
8921;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1429 имени Героя Советского Союза Н.А. Боброва»;798009323;2016-2017;Центральный административный округ;Басманный район;1;10
8922;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1621 Древо Жизни»;798009449;2016-2017;Центральный административный округ;Басманный район;3;10
8923;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1284»;798009580;2016-2017;Центральный административный округ;Красносельский район;27;52
8924;Государственное бюджетное общеобразовательное учреждение города Москвы «школа № 2104 на Таганке»;798009697;2016-2017;Центральный административный округ;Таганский район;71;141
8925;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 498»;798009836;2016-2017;Центральный административный округ;Таганский район;30;80
8926;Негосударственное общеобразовательное учреждение центр образования «Школа Сотрудничества»;798009992;2016-2017;Центральный административный округ;Таганский район;19;23
8927;Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1540»;798010156;2016-2017;Центральный административный округ;Тверской район;11;34
8928;Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1574»;798010287;2016-2017;Центральный административный округ;Тверской район;70;120
8929;Государственное бюджетное общеобразовательное учреждение города Москвы «Пятьдесят седьмая школа»;798010415;2016-2017;Центральный административный округ;район Хамовники;91;106
8930;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Политехнический техникум № 2»;798010531;2016-2017;Центральный административный округ;район Хамовники;0;2
8931;Частное общеобразовательное учреждение «Частная школа «Золотое сечение»;798010621;2016-2017;Центральный административный округ;район Хамовники;17;23
8932;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1799»;798010721;2016-2017;Центральный административный округ;район Якиманка;124;210
8933;Общеобразовательное частное учреждение «Пироговская школа»;798010828;2016-2017;Центральный административный округ;район Якиманка;7;11
8934;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1393 РОСТ»;798010929;2016-2017;Юго-Восточный административный округ;район Выхино-Жулебино;8;27
8935;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1908»;798011048;2016-2017;Юго-Восточный административный округ;район Выхино-Жулебино;7;23
8936;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа в Капотне»;798011150;2016-2017;Юго-Восточный административный округ;район Капотня;10;58
8937;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1228 «Лефортово»;798011227;2016-2017;Юго-Восточный административный округ;район Лефортово;24;58
8938;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2121 имени Маршала Советского Союза С.К. Куркоткина»;798011317;2016-2017;Юго-Восточный административный округ;район Люблино;20;61
8939;Государственное бюджетное общеобразовательное учреждение города Москвы «школа № 338»;798011433;2016-2017;Юго-Восточный административный округ;район Люблино;2;6
8940;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2010 имени героя Советского Союза М.П. Судакова»;798011561;2016-2017;Юго-Восточный административный округ;район Люблино;31;82
8941;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж Архитектуры, Дизайна и Реинжиниринга № 26»;798011701;2016-2017;Юго-Восточный административный округ;район Люблино;0;4
8942;Частное учреждение общеобразовательная организация средняя общеобразовательная школа «Эрудит-2»;798011811;2016-2017;Юго-Восточный административный округ;район Люблино;3;4
8943;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Марьино» имени маршала авиации А.Е. Голованова»;798011897;2016-2017;Юго-Восточный административный округ;район Марьино;9;37
8944;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1716 «Эврика-Огонек»;798012013;2016-2017;Юго-Восточный административный округ;район Марьино;4;20
8945;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2053»;798012114;2016-2017;Юго-Восточный административный округ;район Некрасовка;2;10
8946;Частное учреждение общеобразовательная организация «Татьянинская школа»;798012223;2016-2017;Юго-Восточный административный округ;Нижегородский район;14;17
8947;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1256 имени Героя Советского Союза И.С. Полбина»;798012331;2016-2017;Юго-Восточный административный округ;район Печатники;21;45
8948;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1524»;798012490;2016-2017;Юго-Восточный административный округ;район Печатники;49;76
8949;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2129» имени Героя Советского Союза П.И. Романова;798012623;2016-2017;Юго-Восточный административный округ;Южнопортовый район;36;74
8950;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 625»;798012745;2016-2017;Юго-Западный административный округ;Академический район;23;50
8951;Государственное бюджетное образовательное учреждение города Москвы лицей «Вторая школа»;798012831;2016-2017;Юго-Западный административный округ;Гагаринский район;86;95
8952;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2042 имени Лазаревых»;798012937;2016-2017;Юго-Западный административный округ;район Зюзино;10;24
8953;Государственное бюджетное общеобразовательное учреждение города Москвы «Центр спорта и образования «Самбо-70» Департамента физической культуры и спорта города Москвы»;798013060;2016-2017;Юго-Западный административный округ;район Тёплый Стан;6;33
8954;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 51»;798013126;2016-2017;Юго-Западный административный округ;район Тёплый Стан;7;25
8955;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 19»;798013252;2016-2017;Юго-Западный административный округ;район Черёмушки;6;18
8956;Государственное бюджетное общеобразовательное учреждение города Москвы школа № 1948 «Лингвист-М»;798013349;2016-2017;Юго-Западный административный округ;район Черёмушки;31;62
8957;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1206»;798013545;2016-2017;Юго-Западный административный округ;район Ясенево;22;33
8958;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»;798013654;2016-2017;Южный административный округ;район Бирюлёво Восточное;13;36
8959;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2086»;798013812;2016-2017;Юго-Западный административный округ;Гагаринский район;98;205
8960;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 538 имени С.В. Гришина»;798013933;2016-2017;Юго-Западный административный округ;район Зюзино;2;18
8961;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 113»;798014065;2016-2017;Юго-Западный административный округ;район Коньково;19;64
8962;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1273»;798014197;2016-2017;Юго-Западный административный округ;район Коньково;53;89
8963;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»;798014304;2016-2017;Юго-Западный административный округ;район Коньково;56;129
8964;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 49»;798014423;2016-2017;Юго-Западный административный округ;район Коньково;21;71
8965;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1536»;798014530;2016-2017;Юго-Западный административный округ;Ломоносовский район;28;53
8966;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 109»;798014598;2016-2017;Юго-Западный административный округ;район Тёплый Стан;41;64
8967;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1532»;798014701;2016-2017;Юго-Западный административный округ;район Тёплый Стан;40;88
8968;Негосударственное частное учреждение общеобразовательная организация «Средняя общеобразовательная школа «Промо-М»;798014810;2016-2017;Юго-Западный административный округ;район Тёплый Стан;3;4
8969;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1492»;798014895;2016-2017;Юго-Западный административный округ;район Южное Бутово;30;69
8970;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1883 «Бутово»;798015040;2016-2017;Юго-Западный административный округ;район Южное Бутово;13;68
8971;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2109»;798015167;2016-2017;Юго-Западный административный округ;район Южное Бутово;42;104
8972;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2001»;798015303;2016-2017;Южный административный округ;район Бирюлёво Западное;12;28
8973;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2000»;798015431;2016-2017;Южный административный округ;район Москворечье-Сабурово;13;32
8974;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1375»;798015550;2016-2017;Южный административный округ;район Нагатино-Садовники;27;73
8975;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 507»;798015641;2016-2017;Южный административный округ;район Нагатино-Садовники;32;73
8976;Частное учреждение «Средняя общеобразовательная школа «Эрудит»;798015795;2016-2017;Южный административный округ;район Нагатино-Садовники;0;0
